Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Data Engineering Manager - Teradata,Optum,4.1,15-24 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,"['Data Engineering', 'software distribution', 'TDD', 'automation frameworks', 'Cloud', 'Teradata Operations', 'asset management', 'CI/CD']"," Good understanding of databases, network, high availability and disaster recovery, job ..."
Data Engineering Consultant,Optum,4.1,8-10 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,"['Data Engineering', 'IT Skills', 'Python', 'Testing', 'Cloud', 'DevOps', 'Oracle', 'Big Data']", Primary Responsibilities:Involved in creating proper technical documentation in the wor...
Data Engineer -Python/Airflow,United Techno Info Systems,3.7,1-3 Yrs,Not disclosed,Chennai,8 Days Ago,"['Airflow', 'Python']"," Highly proficient in Python, and Airflow 1-3 years experience as Data Engineer or Back-..."
Data Engineer - MIS,Tanla Solutions Limited Tanla Platforms Limited,3.8,4-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai",8 Days Ago,"['Powr bI', 'MIS', 'Perl', 'SQL', 'mis operations', 'Python']"," Job Scope:Responsible for creating reports, Performance analysis and providing data ana..."
Data Engineer,Crisp Analytics or Lumiq,3.8,4-9 Yrs,Not disclosed,"Noida, Mumbai, Pune, Chennai",12 Days Ago,"['SCALA', 'Linux', 'Apache', 'Amazon Web Services', 'SQS', 'Kafka', 'S3', 'EC2']", Some experience in handling customer interactions would be a plus At least 4 years of e...
Data Engineer,Tivona Global Technologies Pvt Limited,5,4-8 Yrs,Not disclosed,Chennai,14 Days Ago,"['Django Framework', 'ETL', 'Python', 'IT Skills', 'Java', 'Testing', 'AWS', 'Salesforce']", Good knowledge of databases like MySQL or Postgres including writing complex queries an...
Lead - Data Integration Consultant - Informatica/Data Analyst,Huquo Consulting Pvt. Ltd,5,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,8 Days Ago,"['Java', 'SOA', 'Waterfall', 'Mule Esb', 'Tibco', 'Informatica', 'EAI', 'SOAP']"," Position Title, Responsibility LevelLead Data Integration Consultant (Informatica) Data..."
Assistant Manager / Lead / Manager - Data Analyst - KPO,Huquo Consulting Pvt. Ltd,5,2-6 Yrs,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",8 Days Ago,"['Data Management', 'Data Modeling', 'Data Analytics', 'Analytics', 'SQL', 'Python']"," - Must have good technical experience in Pyspark, Scala, Hadoop, SQL, Python (cannot ju..."
Microsoft Azure Data Services DevOps Engineer,Accenture,4.1,4-6 Yrs,Not disclosed,Noida,30+ Days Ago,"['Agile', 'SSRS', 'IBM WebSphere', 'SQL Server', 'SSIS', 'C', 'TFVC', 'GIT']"," Key Responsibilities : a: Will be DevOps lead, with experience of delivering innovative..."
End User & Data center IT Asset Mgmt Operations Engineer,Accenture,4.1,4-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['communication', 'BMC', 'Snow SLM', 'IT Asset Mgmt', 'ServiceNow', 'CMDB', 'presentation', 'Flexera']"," Educational Qualification : -Minimum Graduate on BTech, BE, BCA, BSc computers or BSc I..."
SAP BusinessObjects Data Services Data Platform Engineer,Accenture,4.1,8-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['IT Skills', 'Cloud', 'AWS', 'SAP', 'QA', 'Business objects', 'Consulting', 'sap data services']"," Technical Experience : Dev, QA, Prod platform set up on AWS cloud for SAP Data stack SA..."
Teradata BI Data Platform Engineer,Accenture,4.1,12-15 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Teradata BI', 'Data Architecture Principles', 'Data Analytics', 'IT Skills', 'Cloud', 'Technical Architect', 'Data migration', 'Backend']", Technical Experience : a Exp on Data Migration work where data moving out of Teradata o...
Teradata BI Data Platform Engineer,Accenture,4.1,12-15 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Data Architecture Principles', 'presentation', 'Teradata BI', 'comms', 'Data Analytics', 'IT Skills', 'Cloud', 'Technical Architect']", Technical Experience : a Exp on Data Migration work where data moving out of Teradata o...
AbInitio Data Platform Engineer,Accenture,4.1,2-4 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Tableau', 'Shell scripting', 'AbInitio', 'analytical', 'Ab Initio ETL', 'Microsoft Power BI', 'communication', 'IT Skills']"," Key Responsibilities : a: Design, build and configure applications to meet business pro..."
SAP BusinessObjects Data Services Data Platform Engineer,Accenture,4.1,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,"['Computer science', 'Business process', 'data cleansing', 'Automation', 'Data migration', 'SAP', 'Consulting', 'PLSQL']", Professional Attributes : 1 Good communications skills 2 Leadership skills 3 Ability to...
Data Quality Analyst - IIT/IIM,Huquo Consulting Pvt. Ltd,4.1,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,8 Days Ago,"['IT Skills', 'Oracle', 'SAP', 'Data Quality', 'Data Management', 'Informatica', 'SQL']", Bachelor Degree or equivalent experience Experience in data profiling and data quality ...
Data Analyst,Jobs Accuracy,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,"['Power BI', 'Qlikview', 'Tableau', 'Datastudio', 'Business Intelligence', 'R', 'Dimensional Modeling', 'Data Analyst']", Required abilities / Competencies : - Attention to detail and strong data orientation A...
Data Platform Engineer,Deutsche Bank,4.2,2-6 Yrs,Not disclosed,Pune,30+ Days Ago,"['Process automation', 'C++', 'RDBMS', 'DNS', 'Agile', 'Data processing', 'Perl', 'Open source']", The newly rebranded Cloud & Platform Technology (CPT) franchise sits within Group CTO f...
Reporting and Analytics Data Platform Engineer,Accenture,4.1,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,"['Database design', 'Data Mining', 'ETL frameworks', 'XML', 'Data Quality Analysis', 'JavaScript', 'Data Modelling', 'SPSS']", Educational Qualification : - College or University Degree with additional Certificatio...
Lead Technical Data Analyst,MG GLOBAL,4.1,3-7 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Business transformation', 'Data management', 'Management consulting', 'Actuarial', 'Data quality', 'Customer service', 'Operations', 'Information technology']"," Manages risks using expert judgment, know-how and experience"
Lead Technical Data Analyst,M&amp;G plc,4.1,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Business transformation', 'Data management', 'Management consulting', 'Actuarial', 'Data quality', 'Customer service', 'Operations', 'Information technology']"," Manages risks using expert judgment, know-how and experience"
Data Analyst,Contactx India,4.1,1-6 Yrs,Not disclosed,"Mumbai, Delhi / NCR, Bangalore/Bengaluru",14 Days Ago,"['data analysis', 'Power Bi', 'Tableau', 'Audit Command Language', 'ACL', 'SQL', 'Qlikview', 'MS Access']", Profile :- The resource should have an engineering degree in computer science or IT or ...
Data Analyst - MySQL,TalentStack,4.1,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,15 Days Ago,"['MySQL', 'Data analytics', 'analytics', 'Excel', 'Data Analyst', 'project planning']", Create engaging learning activities to increase learning experience of the students Dev...
RAN Data Build Engineer,Nokia,4.3,4-7 Yrs,Not disclosed,Noida,30+ Days Ago,"['Wireless', 'Site integration', 'Bss', 'RF', 'network integration', 'KPI', 'Analytical', 'Cloud']", Technologies: LTE/SRAN/5G Data Build Delivery Planning Good hands on working experience...
Planning Engineer - Data Center ( Noida ) Immediate Joiner,Blue Star,4.1,6-11 Yrs,"6,00,000 - 8,50,000 PA.",Noida,30+ Days Ago,"['planning engineering', 'Construction', 'data center', 'Scheduling', 'MS Project', 'engineering', 'MSP', 'Primavera']"," Skills- Planning and scheduling, sound knowledge MSP, and hands-on experience handling ..."
Data Analytics Engineer,Accolite Software India Pvt Ltd,3.6,2-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune",30+ Days Ago,"['oracle', 'ALM', 'ETL Testing', 'GC', 'Lighhouse', 'shell scripts', 'SQL query', 'SQL']"," Should have knowledge of C, java, VB macros, Basic of SQL, shell scripts for customizin..."
Data Analyst - R/Python/SQL,Jobs Accuracy,3.6,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,"['R', 'Python', 'SQL', 'Business Intelligence', 'Power BI', 'Dimensional Modeling', 'Data Analyst', 'Qlikview']", Position: Data AnalystReports To: Project ManagerHiring ManagerExperience: 2 - 5 YrsAbo...
Data Analyst - SQL / Python,TalentStack,3.6,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,"['analytical', 'SQL', 'Python', 'analytics', 'Excel', 'Data Mining', 'Data Analyst']", Talk to industry experts and leaders to understand industry requirement and incorporate...
Data Platform Engineer,Deutsche Bank,4.2,2-6 Yrs,Not disclosed,Pune,30+ Days Ago,"['Process automation', 'Architect', 'Architecture', 'Diversity and Inclusion', 'Machine learning', 'Banking', 'German', 'Data analytics']", Your skills and experience Good stakeholder management and communication
SAP Native HANA SQL Modeling & Development Data Platform Engineer,Accenture,4.1,6-8 Yrs,Not disclosed,Gurgaon/Gurugram,21 Days Ago,"['IT Skills', 'SAP', 'SDA', 'Data modeling', 'Analytical', 'Consulting', 'Packaging', 'Gap analysis']", Work Experience : 6-8 years
Data Analyst - MySQL,TalentStack,4.1,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,"['MySQL', 'Data analytics', 'Excel', 'Data Analyst', 'project planning']", Create engaging learning activities to increase learning experience of the students Dev...
"Lead Data Analyst - BNY Mellon, Pune",BNYMellonInternationalOperations(India) PrivateLim    ited,4.1,2-5 Yrs,"12,00,000 - 14,00,000 PA.",Pune,30+ Days Ago,"['Data Engineering', 'Vertica', 'business analytics', 'data quality', 'python', 'data analysis', 'sql queries', 'data scraping']"," Greetings, We have immediate opportunity for Lead Data Analyst 2-5 years - BNY Mellon, ..."
"Engineer, Big Data & Hadoop",Fractal Analytics,4.1,2-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['Computer science', 'Cloud computing', 'GIT', 'Linux', 'Machine learning', 'SCALA', 'Agile', 'JIRA']"," Expert-level proficiency in at least one of Java, C++ or Python (preferred)2 to 6 years..."
"Engineer, Big Data & Hadoop",Fractal Analytics,4.1,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Scala', 'Hadoop', 'Big Data', 'Spark', 'Machine Learning', 'Python']"," Expert-level proficiency in at least one of Java, C++ or Python (preferred)2 to 6 years..."
"Engineer, Big Data & Hadoop",Fractal Analytics,4.1,2-6 Yrs,Not disclosed,Pune,30+ Days Ago,"['Scala', 'Hadoop', 'Big Data', 'Spark', 'Machine Learning', 'Python']"," Expert-level proficiency in at least one of Java, C++ or Python (preferred)2 to 6 years..."
Offer Data E2E - Monitoring Engineer,Schneider Electric,4.2,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['PRTG', 'Monitoring tools', 'Infrastructure', 'Deployment', 'Management', 'Oracle', 'Troubleshooting', 'Monitoring']", Manage day-to-day maintenance and evolution of Infrastructure monitoring Infrastructure...
Data Analytics Engineer,"PerkinElmer, Inc.",4.1,2-5 Yrs,Not disclosed,Mumbai,25 Days Ago,"['Automation', 'Business objects', 'tableau', 'Technical Staff', 'Data analytics', 'System development', 'Management', 'Hyperion planning']", No requirement for software development but should be able to gather requirements from ...
Staff Engineer (Big Data),Nagarro,4.2,NA,Not disclosed,,23 Days Ago,"['SCALA', 'AWS', 'Python', 'NoSQL', 'Aws Lambda', 'MySQL', 'Big Data', 'Spark']", Experience in columnar data storage formats such as Apache Parquet Experience in unit t...
Data Analyst - SQL/Python,TalentStack,4.2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,8 Days Ago,"['SQL', 'Python', 'analytical', 'Excel', 'communication', 'analytics', 'Data Analyst', 'operation']", Talk to industry experts and leaders to understand industry requirement and incorporate...
Data Quality Analyst - Informatica/BI Tools,Huquo Consulting Pvt. Ltd,4.2,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,8 Days Ago,"['IT Skills', 'Oracle', 'SAP', 'Data Quality', 'Quality Analysis', 'Data Management', 'Consulting', 'Data Profiling']", Bachelor Degree or equivalent experience Education Requirements : - Bachelors degree Ex...
Data Analyst - MySQL,TalentStack,4.2,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,8 Days Ago,"['Team Management', 'Content Delivery', 'Student Engagement', 'Content Creation', 'Data Analysis', 'Data Analytics', 'Performance Analysis', 'Project Planning']", Create engaging learning activities to increase learning experience of the students Dev...
Business Data Analyst - Modeling & Profiling,Career Infosystem,4.2,8-12 Yrs,Not disclosed,Mumbai,4 Days Ago,"['Business Analyst', 'Business Data Analyst', 'Data Profiling', 'Data Modeling', 'Data Analytics']"," - Understand the existing business process, Requirement gathering, and documentation Pe..."
PPC / SEM Analyst - Remote,Coalition India,1.9,0-5 Yrs,Not disclosed,"Kolkata, Chandigarh, Hyderabad/Secunderabad, Pune, Chennai, Amritsar, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",14 Days Ago,"['PPC', 'SEM', 'IT Skills', 'Testing', 'CSS', 'Wordpress', 'Jquery', 'Data Analytics']"," TO APPLY, PLEASE RIGHT CLICK ON THE LINK BELOW: https://bit.ly/36NMCLQYOU SHOULD HAVE: ..."
SEO Analyst - Remote,Coalition India,1.9,0-5 Yrs,Not disclosed,"Kolkata, Chandigarh, Hyderabad/Secunderabad, Pune, Chennai, Amritsar, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",14 Days Ago,"['SEO', 'IT Skills', 'PHP', 'HTML', 'CSS', 'Javascript', 'analytics', 'data analytics']", After successfully completing the initial training period you should also be able to pe...
"Lead Analyst - AI/ RPA, Lending, Big Data and Analytics ",Cedar Consulting,1.9,7-9 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Analytical', 'Project management', 'Consulting', 'Management consulting', 'Research', 'Analytics', 'Secondary research', 'Financial services']"," Strong education background with a management degree from good B-school a must, profess..."
Lead - Data Analyst,Sutherland Global Services Inc,1.9,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago,"['IT Skills', 'Oracle', 'Big Data', 'Tableau', 'Oracle SQL', 'Talent acquisition', 'Analytical', 'Data Analyst']"," 6 years relevant experience in working with Oracle SQL / Strong Database, Data Warehous..."
Business Data Analyst - Modeling & Profiling,Career Infosystem,1.9,8-12 Yrs,Not disclosed,Mumbai,4 Days Ago,"['Business Analyst', 'FHIR', 'Requirement gathering', 'Data Profiling', 'Data Modeling', 'Data Analytics']"," - Understand the existing business process, Requirement gathering, and documentation Pe..."
Data Analyst - CRM - Real Estate/Hotels,The Grand Group - HR Provider,1.9,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,8 Days Ago,"['SAS', 'CRM', 'SQL', 'CRM Analytics', 'Data Management', 'Web Analytics', 'Data Analytics', 'Statistics']", To be considered for our CRM Data Analyst role you will : - Have a strong understanding...
Lead - Data Science - KPO,Huquo Consulting Pvt. Ltd,1.9,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",8 Days Ago,"['Data Science', ' Bagging', ' Random Forests', 'Linear Regressions', ' SVM', 'Data Management', 'Statistical Modeling', ' Decision Tree']"," BTech, MTech or MCA degree from a reputed university Good power point presentation skil..."
Data Engineering Associate Consultant/ Senior Associate Consultant,Eli Lilly and Company,4.3,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'C++', 'Automation', 'Agile', 'Healthcare', 'OLAP', 'Business intelligence', 'Monitoring']", The purpose of the LCCI Business Insights Analytics team is to partner with US Business...
Business Analytics Role - Wholesale/SME Bank Data,Nestor Services,4.3,8-10 Yrs,Not disclosed,"Kolkata, Mumbai, Visakhapatnam, New Delhi, Hyderabad/Secunderabad, Chennai, Ahmedabad, Bangalore/Bengaluru",8 Days Ago,"['SME Bank Data', 'Business Analytics', 'Data Science', 'R', 'Stat', 'SAS', 'Classification', 'Data Mining']", Requirements : - Education Background: MSc (Stat)/MTech Data Science / MBA/ CA Speciali...
Exciting opportunity For Big Data Architects/Leads,Impetus,3.8,NA,Not disclosed,,30+ Days Ago,"['big data', 'IT Skills', 'Java', 'Python', 'Cloud', 'AWS', 'Azure']", Job Title: Technical ArchitectJOB DESCRIPTION:Qualification: Degree Graduates/Postgradu...
Team Lead - Machine Learning & Data Science,HackerEarth,3.9,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Science', 'Algorithms', 'Machine Learning', 'Deep Learning', 'Sql', 'Ml']", must have) Hands-on experience in solving business problems (good to have) Hands-on exp...
Azure Databricks + Azure Data Factory Developer/Lead,Mindtree,4.1,5-10 Yrs,Not disclosed,Kolkata,12 Days Ago,"['azure databricks', 'azure data factory']", Data Lead Mind should be familiar with Agile ways of working Should have hands on exper...
Data Science Lead - Finance,Mad Street Den,4.3,2-6 Yrs,Not disclosed,Chennai,30+ Days Ago,"['Mining', 'Computer science', 'data science', 'Machine learning', 'Data mining', 'Business intelligence', 'Forecasting', 'Financial services']"," Candidates with experience building products, web applications, and microservices from ..."
Data Analytics Lead,Feathersoft Info Solutions Private Limited,4,5-10 Yrs,Not disclosed,"Kochi/Cochin, Chennai",30+ Days Ago,"['SQL queries', 'Data analysis', 'Google Analytics', 'Data modeling', 'Process improvement', 'Data collection', 'Data analytics', 'Business intelligence']", Responsibilities: Lead and mentor the team of Data Analysts. Gathering requirements fro...
Hadoop Developer - Scala/Big Data,Maven Workforce,4,5-10 Yrs,Not disclosed,Chennai,6 Days Ago,"['Scala', 'Hadoop', 'Big Data', 'Data Ingestion', 'Hive', 'Cloudera', 'Data Modeling', 'Spark']", Must have experience in client interaction Experience on Scala & spark is required Hand...
Sr. Data Analyst,Talent Sketchers ,4,2-5 Yrs,Not disclosed,"Navi Mumbai, Mumbai (All Areas)",14 Days Ago,"['big data', 'Python', 'ML', 'R', 'SQL', 'SAS', 'IT Skills', 'Data Science']", Extensive experience of working on big data projects Previous working experience on SAS...
Senior Manager - Data/ Business Analyst - Malad Location,PEOPLELAN LLP ,4,3-8 Yrs,"15,00,000 - 18,00,000 PA.","Mumbai Suburban, Malad",15 Days Ago,"['Google Analytics', 'google data studio', 'ecommerce industry']"," Candidates from western suburbs of Mumbai preferred, else youll travel endlesslyShould ..."
Senior Executive MIS / Data Analyst,Jobwaala.com  ,4,1-6 Yrs,Not disclosed,"Kolkata, Pune, Delhi / NCR, Mumbai (All Areas)",4 Days Ago,"['Inventory Management', 'Procurement', 'Purchase']", Graduation with at least 1-4 years of relevant experience SQL basic knowledge and Good ...
Senior Data Analyst,Cleint of Vision Unlimited,4,2-7 Yrs,"4,00,000 - 6,50,000 PA.","Mohali, Chandigarh",12 Days Ago,"['Business Analytics', 'Data Analysis', 'kpo', 'Reporting', 'Data Analytics']", High organizational skills and very detail-oriented: experience working with large data...
Big Data Engineer- Gurgaon,The Glove ,4,NA,"13,00,000 - 23,00,000 PA.",,30+ Days Ago,"['big data', 'SQL']"," Candidates from Tier 1 or Tier 2 colleges like IIT, NIT, VIT, BITs, PEC, UIET, Thapar, ..."
Data Analyst,Concerto.ai,4,3-5 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['IT Skills', 'Python', 'Cloud', 'Big Data', 'AWS', 'Power BI', 'Azure', 'Data analysis']"," Role Summary: We are looking for energetic, self-motivated and exceptional Senior Data ..."
Data Analyst- HPE,idfc first bank,4,7-10 Yrs,Not disclosed,Mumbai,30+ Days Ago,"['Automation', 'Architecture', 'data security', 'Data Architect', 'Corporate', 'model development', 'Deployment', 'Data Analyst']", Graduate - Any Minimum of 7 Years
Analyst - Data Science,Nuware  Systems Pvt Ltd,3.8,3-6 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['analysis', 'Data Science', 'Data Analysis', 'SQL Seam framework', 'Excel', 'Machine Learning', 'Python', 'PIVOT']"," Good knowledge into reportingData Scientist with Machine Learning, Python & R Programmi..."
Data Analyst,Bloom Consulting Services,3.8,2-4 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Web analytics', 'Data modeling', 'Data Analyst', 'data visualization', 'Troubleshooting', 'Data mining', 'Digital marketing', 'MATLAB']", What You Need for this PositionYou should have knowledge of : Advanced R JD1349 - Data ...
Data Analyst,Seven Consultancy (HR Solution),3.8,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Procurement', 'data science', 'big data analytics', 'Analytical', 'Consulting', 'Data collection', 'big data analyst', 'Consultancy']", Assist the data scientist in development of new analytical tools and methods as and whe...
Data Analyst,Cimpress,4.4,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,25 Days Ago,"['SQL', 'Visualization Tool', 'Google Analytics', 'Advanced Analytics', 'Exploratory Analysis', 'Sentiment Analysis', 'Tableau', 'Looker']"," Junior Data Analyst Supplier Network We encourage all roles, our engineers, product man..."
Associate Data Engineer,Ecom Express Private Limited,4.2,1-4 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,"['Data Science', 'Artificial Intelligence', 'Hadoop', 'Big Data', 'Data Engineer', 'Spark', 'Data Modeling', 'Aws']"," Propose, Develop implement best in class, high-performance architectural solution for a..."
Data Analyst,Talent Zone Consultant,4.2,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data Science', 'Business Intelligence', 'R', 'Data Scientist', 'C + +', 'Hadoop', 'Data Analysis', 'Data Mining']", graduate degree in Data Science or other quantitative field is preferred Experience in ...
Data Analyst - IT,Xpheno,3.1,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'Performance tuning', 'orchestration', 'Powershell', 'Data Analyst', 'Apache', 'Analytics', 'SQL']", Bachelors Degree in computer science or equivalent Bachelor Degree or Equivalent Total ...
Data Analyst - SaaS platform,ACI Group,3.1,3-8 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",30+ Days Ago,"['BPO', 'customer service', 'data analysis', 'troubleshooting', 'SAAS', 'Workflow', 'Data Processor', 'Data Analyst']", Proficient in SQL for data analysis purposesExperience in the distribution industry is ...
Cloud Data Analyst,Consilio,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Product engineering', 'Networking', 'Simulation', 'Project management', 'Flex', 'Agile', 'Scrum', 'SAML']", Experience in fast-paced scrum agile environment that has global presence across time z...
Data Analyst,infoveave,4.1,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['VBA', 'written', 'analytical', 'Advanced Excel', 'oral communication', 'Communication Skills', 'Business Analyst', 'Problem Solving']", BE /B Tech / M Tech / MCA Candidate should have Good written and oral communication ski...
Data Analyst,Quinbay Technology,4,3-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Data modelling', 'Product management', 'Data modeling', 'Process development', 'Advanced Excel', 'Data Analyst', 'Macros', 'Analytics']"," Role of the position: F ace of analytics and work as a partner to senior development, p..."
Data Analyst,Relevance Lab Inc,3.1,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Python', 'Statistical programming', 'Version control', 'Business Data Analyst', 'XML', 'Analytical', 'Control system']", Good to know the bitbucket or other version control system 5 - 7 years of proven workin...
Web Data Analyst,Palo Alto Networks.,4.5,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['IT Skills', 'Digital Marketing', 'customer analytics', 'Usage', 'Web analytics', 'Analytical', 'data integrity', 'Adobe']"," The Web Data Analyst will develop robust analytics, optimization, and personalization s..."
Legal Data Analyst,Consilio,4.1,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Document review', 'Standard operating procedures', 'Legal', 'Flex', 'Workflow', 'Data Analyst', 'E-discovery', 'Subject Matter Expert']", Discovery Analytics certification such as Brainspace or Relativity Analytics preferredH...
Data Analyst,Seven Consultancy (HR Solution),4.1,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Customer acquisition', 'Statistical modeling', 'Google Analytics', 'Data management', 'Business Analyst', 'Business analysis', 'Analytical', 'Data analytics']"," JOB DETAILS 1. Proficient in other analytical tools (e.g. Google Analytics), Advance Ex..."
Data Analyst,Unocoin,4.5,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Analytical skills', 'Automation', 'Google Analytics', 'Data modeling', 'power bi', 'web crawling', 'Data warehousing', 'Reporting tools']", Required Experience : Build Product Analytics and Marketing Analytics dashboards on the...
Data Analyst,G2 Crowd,4.8,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Basic', 'Data analysis', 'Usage', 'Data management', 'data reporting', 'Data Analyst', 'Business intelligence', 'Reporting tools']", You will combine your data wrangling and statistical skills with your unique experience...
Data Analyst,Globals ITeS Pvt Ltd,4.6,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'Java', 'Python', 'Tableau', 'Power BI', 'Computer science', 'Statistical programming', 'ERP']", Bachelor s degree from an accredited university or college in computer scienceExperienc...
Data Analyst,Globals Inc.,4.6,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Computer science', 'Statistical programming', 'ERP', 'Database design', 'Data collection', 'Application development', 'Data mining', 'Operations']", Bachelor s degree from an accredited university or college in computer scienceExperienc...
"Data Analyst, Digital Policy Solution (DPS)",BGRS,3.7,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Communication Skills', 'Data Management', 'Data Analysis', 'Science', 'Mathematics', 'Data Governance', 'Recruitment']"," The Data Analyst, Digital Policy Solution /Rules, reporting to the Manager, Digital Pol..."
Data Entry Operator Data Analyst,lavian llp,3.7,1-6 Yrs,"1,00,000 - 2,50,000 PA.",Bangalore/Bengaluru(HSR Layout +1),7 Days Ago,"['Excel', 'Data Processing', 'Data Entry', 'Pivot Table', 'VLOOKUP', 'Data Entry Operation']", DAILY REPORTING PERFORMS HIGH VOLUME DATA ENTRY VERIFIES INTEGRITY OF DATA MANAGE IN & ...
Data Mining Analyst,Anicalls,4.7,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['IT Skills', 'SAP', 'global operations', 'Excel', 'ECC', 'Senior Analyst', 'data manipulation', 'Analytical']"," Associates, Bachelors or equivalent education / experience5+ years of data manipulation..."
Data Analyst,Inference Labs,3.7,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['MIS', 'Tableau', 'Power BI', 'SQL queries', 'Advanced Excel', 'IT Skills', 'PDF', 'data science']", Experience in app-related / clickstream data analytics preferred (but not needed) The a...
Data Analyst,Thoucentric,4.6,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,"['Backend', 'Data analysis', 'Ticketing', 'Automation', 'Database design', 'Data quality', 'Teradata', 'Analytics']", Individual Must Demonstrate Experience presenting and sharing insights with various bus...
Data Analyst,Seven Consultancy,4.6,3-6 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Lead generation', 'Inhouse sales', 'Manager Presales', 'Manager Technology', 'Software sales', 'Data analytics', 'Inside sales', 'Account planning']", QUALIFICATION: Any graduate EXPERIENCE: 3 to 6 years
Data Analyst,"Quotient, Inc.",4.6,1-3 Yrs,Not disclosed,Bengaluru,30+ Days Ago,"['Product management', 'Computer science', 'Publishing', 'Data management', 'Analytical', 'HTML', 'Data mining', 'Distribution network']"," Experience in designing, executing and measuring A / B tests for optimization models Pr..."
