Title,Company,Ratings,Experience,Salary,Location,Job_Post_History,Skills,Description
Urgent Opening For Data Scientist - Machine Learning,SPI technologies india private limited,3.7,NA,Not disclosed,Chennai,4 Days Ago,"['python', 'nlp', 'machine learning', 'data engineering', 'IT Skills', 'Pytorch', 'Airflow', 'dba']", Shift - Flexible shift timing( 9hrs of Working) Bachelors degree or higher in a computa...
Data Scientist,Applied Materials,4.3,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,8 Days Ago,"['Unix', 'semiconductor', 'JMP', 'analyzing data', 'statistical analysis', 'Multivariate Analysis', 'Statistical Programming', 'Statistics']"," Acquire, cleanse, organize and mine massive volumes of data (sensor / system log) using..."
Senior Data Scientist / Lead Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,4.4,NA,Not disclosed,,6 Days Ago,"['Machine Learning', 'Python', 'Tableau', 'Azure', 'GCP', 'data mining', 'Data analysis', 'SQL']", Employment: Full time Qualification: Any Graduate Experience working in at least one of...
"Immediate Hiring For DATA Scientist @ HCL, Chennai",HCL Technologies,3.8,12-18 Yrs,Not disclosed,Chennai,6 Days Ago,"['Tensorflow', 'deep learning', 'python', 'Semiconductor', 'data scientist', 'IT Skills', 'Machine Learning', 'Artificial Intelligence']", Greetings from HCL Technologies !!!We are hiring for the position of DATA SCIENTIST @ C...
Digital-Associate Process Manager - Data Scientist APM,eClerx,3.7,4-6 Yrs,Not disclosed,Pune,Just Now,"['Data Scientist', 'IT Skills', 'Project Management', 'BPO', 'project management', 'auditing', 'travel', 'story telling']", Shift TimingsThe candidate must possess in-depth functional knowledge of the process ar...
Senior Data Scientist (IN4),Walmart,4.2,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,2 Days Ago,"['IT Skills', 'Python', 'Software Development', 'Testing', 'Data Science', 'Machine Learning', 'Cloud', 'Product management']", Master s/ PhD or any other graduation degree with related statistics or computer scienc...
Senior Data Scientist,Walmart,4.2,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,2 Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Big Data', 'Supply chain', 'Data analysis', 'Web analytics']"," Your Opportunity As a Senior Data Scientist for Walmart Global Tech, you ll have the op..."
Senior Data Scientist,Ericsson Global Services,4.2,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Bidding', 'Google Analytics', 'Data management', 'Social networking', 'Google AdWords', 'PHP', 'HTML', 'HTTP']", To be successful in the role you must have
Data Analyst / Data Scientist,GSOURCE TECHNOLOGIES PRIVATE LIMITED,4,1-6 Yrs,"3,50,000 - 6,00,000 PA.",Pune(Kalyani Nagar),1 Day Ago,"['excel', 'Data Analysis', 'Data Visualization', 'Tableau', 'Data Science', 'VLOOKUP']"," Roles and Responsibilities Work with operations, finance & sales department to generate..."
Sr. Process Modeller & Data Scientist,Pfizer,4.1,3-5 Yrs,Not disclosed,Chennai,13 Days Ago,"['C++', 'Data analysis', 'Simulation', 'Linux', 'Coding', 'Pharma', 'Product design', 'MATLAB']", The successful candidate will use modeling and simulation techniques to solve pharmaceu...
Associate Data Scientist,IDFC FIRST Bank,4,3-7 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru, Mumbai",1 Day Ago,"['Economics', 'stats Graduate', 'Data scientist', 'Machine Learning Eng']", Job Requirements - Experience Experience Minimum Number of Years 3+ years of experience...
Lead Data Scientist,Groww,3.9,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['data science', 'Machine learning', 'Consulting', 'Manager Technology', 'Mentor', 'Deployment', 'Investment banking', 'Research']", Key Responsibilities: A Staff Data Scientist is responsible for building data science a...
Staff Engineer Data Scientist,Infineon Technologies Pvt Ltd,4.2,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Computer science', 'Text mining', 'Data analysis', 'Machine learning', 'Shell scripting', 'Oracle', 'Forecasting', 'IEEE']"," Bachelors / Master Degree in Computer Science, Electrical\/Electronic Engineering Exper..."
Senior Data Scientist,Truecaller,4.2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,2 Days Ago,"['GCP', 'Analytical', 'Machine learning', 'SMS', 'Agile', 'Open source', 'Monitoring', 'SQL']"," As a Senior Data Scientist you will be responsible for collecting, organizing, analyzin..."
Senior Data Scientist,PayU,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['SAS', 'Social media', 'Analytical', 'Data collection', 'Predictive modeling', 'Data mining', 'Forecasting', 'Analytics']"," Bachelors in mathematics, statistics or computer science or a related field Masters or ..."
Senior Data Scientist,ADF Data Science Private Limited,4.5,NA,Not disclosed,,4 Days Ago,"['python', 'sql', 'Predictive Modeling', 'neural networks', 'logistic regression']", Experience creating and using advanced machine learning algorithms and statistics: regr...
Senior Data Scientist,Gojek,4.2,6-12 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['deep learning', 'Prototype', 'data science', 'Analytical', 'Finance', 'Machine learning', 'Customer engagement', 'Financial services']", PhD or Masters in a quantitative discipline At least 6 years of relevant experience Sol...
Senior Data Scientist,Sysvine Technologies,3,NA,"8,00,000 - 18,00,000 PA.",,3 Days Ago,"['Data Science', 'Machine Learning', 'Python', 'BI', 'Data mining', 'R', 'RDBMS', 'statistical analysis']"," Good in Data mining, Feature selection, Transfer learning, machine learning, BI tools&A..."
"Data Scientist/ Machine Learning, 2022 Passout Can also apply",Creative Hands HR Consultancy,3,0-4 Yrs,"5,00,000 - 7,00,000 PA.","Hyderabad/Secunderabad, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",1 Day Ago,"['python', 'Machine Learning', 'Data Scientist', 'IT Skills', 'PHP', 'Artificial Intelligence', 'software testing', 'freshers']", 2022 graduate can also apply Freshers are preferred
ASSOCIATE DATA SCIENTIST,Hinduja Global,3.9,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Text mining', 'MS SQL', 'Statistical analysis', 'MySQL', 'Machine learning', 'Oracle', 'Data mining', 'big data']", Qualification : M Sc in Statistics/Mathematics or Any Science / Engineering graduate Ex...
Sr Data Scientist and Engineer,Sportism,3.9,5-10 Yrs,Not disclosed,Chennai,13 Days Ago,"['Data Science', 'Spark', 'Machine Learning', 'SCALA', 'Time Series', 'Statistics', 'Deep Learning']", Hands-on experience in using Spark (Scala or Pyspark) to process data at large scale an...
Analyst - Data Scientist,UPL,4.3,2-3 Yrs,Not disclosed,Mumbai,4 Days Ago,"['Python', 'Tensorflow', 'Data Science', 'NLP', 'Hadoop', 'Keras', 'Spark', 'Machine Learning']", 2 + years experience with popular database programming in relational and nonrelational ...
Senior Data Scientist,ICERTIS Solutions,3.9,10-14 Yrs,Not disclosed,Pune,4 Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Text mining', 'Cloud computing']", Build predictive models that are accurate and robust and that help our customers to uti...
Walk-In drive - Data Scientist - Dun & Bradstreet Technologies,Dun & Bradstreet,3.9,NA,Not disclosed,,3 Days Ago,"['Machine Learning', 'Python', 'Predictive Modeling', 'Statistics']"," Advanced degree (Masters) in a quantitative discipline, e.g., Economics, Statistics, Ac..."
Data Scientist,Shell,4.3,4-9 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",3 Days Ago,"['Marketing Analytics', 'analytics models', 'Reinforcement Learning', 'Data Operations', 'Clustering', 'Data Science', 'propensity analysis', 'Bayesian Networks']", The RoleData Scientist (Marketing Analytics)Job Group Level: 5General Position Definiti...
Senior Data Scientist/Data Scientist,Tredence Analytics Solutions Private Limited,3.8,2-7 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",14 Days Ago,"['python', 'data science', 'machine learning', 'artificial neural networks', 'deep learning', 'information extraction', 'nltk', 'text analytics']"," Bachelors or Masters degree in a quantitative field (CS, machine learning, mathematics,..."
Rolls-Royce Data Labs : Data Scientist,Rolls Royce,3.4,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['Matplotlib', 'Azure', 'GIT', 'Linux', 'Docker', 'Pandas', 'Python']", More than 3 years experience in developing and deploying analytics solutions and machin...
Data Scientist: Advanced Analytics,IBM,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Interpersonal skills', 'data science', 'Consulting', 'Machine learning', 'Open source', 'IT Skills', 'Training', 'advanced analytics']"," As a Data Scientist at IBM, you will help transform our clients data into tangible busi..."
Data Scientist,Applied Materials,4.3,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,"['Tableau', 'Data Science', 'R', 'Design Development', 'Artificial Intelligence', 'Data Mining', 'Data Analytics']", Bachelors Degree in Computer Science or related fieldEducation:Bachelors Degree analyze...
Data Scientist - IN3,Walmart,4.2,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,2 Days Ago,"['Product management', 'Supply chain', 'Computer science', 'Cloud computing', 'Data analysis', 'Coding', 'Machine learning', 'Agile']", Master s/ PhD or any other graduation degree with related statistics or computer scienc...
Data Science - Data Scientist,Paytm,3.7,1-3 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru",2 Days Ago,"['Computer vision', 'data science', 'EDC', 'Machine learning', 'SCALA', 'Data structures', 'Data processing', 'Financial services']", Machine learning experience of 1-3 years of implementing and successfully deploying ML ...
FTE - Regional BI - Data Scientist,Schneider Electric,4.2,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Computer science', 'SAP', 'data science', 'Oracle SQL', 'Neural networks', 'Machine learning', 'Business solutions', 'big data']"," Knowledge of Big Data AWS technologies (S3, RedShift) is preferredExperience in providi..."
Data Scientist,Applied Materials,4.3,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['data analysis', 'Multivariate Analysis', 'R', 'Machine Learning', 'Statistical Analysis', 'Shell scripts', 'Python']", Key ResponsibilitiesApplies practice methodologies to solve customer high value problem...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Data migration', 'Maximo', 'Enterprise applications', 'Artificial Intelligence', 'Open source', 'Maximo data model', 'Maximo data migration', 'Maximo Implementation']"," IBM Maximo Certified Deployment Consultant (V6, V7 and / or V5) Should have excellent u..."
Data Scientist,Ericsson Global Services,4.2,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Computer science', 'Data management', 'Machine learning', 'PHP', 'Google AdWords', 'HTML', 'HTTP', 'microsoft']", Our Exciting Opportunity: We are now looking for a Data Scientist to be responsible for...
Data Scientist,Optum,4.1,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Graph DBs', 'pandas', 'scikit-learn', 'Big Data', 'Keras', 'NumPy stack', 'TensorFlow']", Undergraduate degree or equivalent experience Hands-on experience on Graph DBs and Big ...
Principal Data Scientist,Optum,4.1,10-20 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Machine Learning', 'IT Skills', 'Data Science', 'image processing', 'NLP', 'Distributed training', 'Deep Learning modeling', 'Deep Learning Frameworks']", OptumLabs is looking for a Principal Machine Learning Scientist with deep subject matte...
Data Scientist: Artificial Intelligence,IBM,4.1,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,"['Data migration', 'Maximo', 'Enterprise applications', 'Artificial Intelligence', 'Open source', 'Purchase', 'Data modeling', 'Deployment']"," IBM Maximo Certified Deployment Consultant (V6, V7 and / or V5) Should have excellent u..."
Analytics - Data Scientist,Schneider Electric,4.2,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['Supply chain', 'Mining', 'Logistic regression', 'Data analysis', 'Neural networks', 'Machine learning', 'Forecasting', 'MATLAB']"," Bachelor or Masters degree in Engineering, Mathematics, or Statistics preferredStrong c..."
Data Scientist - Spark/Python/Redshift,Career Infosystem,4.2,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",4 Days Ago,"['Data Science', 'R', 'Data Scientist', 'Data Mining', 'Data Modeling', 'Distributed Computing', 'Spark', 'Data Analytics']"," Job OverviewWe are looking for a Data Scientist who will support our product, sales, le..."
Data Scientist - Python/Machine Learning,Corner Tree Consulting,4.2,10-14 Yrs,Not disclosed,"Mumbai, Chennai, Bangalore/Bengaluru, Delhi / NCR",5 Days Ago,"['Machine Learning', 'Python', 'Net Core', 'Data Analytics', 'Azure IoT', 'Statistical Analysis', 'DevOps', 'CICD']", Relevant experience in usage of Data Analytics and Machine learning libraries for monit...
Senior Data Scientist,Flipkart,4.2,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago,"['deep learning', 'Statistical analysis', 'data science', 'Machine learning', 'Product planning', 'Predictive modeling', 'Research', 'Forecasting']", The candidate must have a thorough grasp of the theory and application of broad ML algo...
Associate Data Scientist,Optum,4.1,1-5 Yrs,Not disclosed,Gurgaon/Gurugram,4 Days Ago,"['SQL', 'Data Science', 'R', 'Logistic Regression', 'Linear Regression', 'Time Series Analysis', 'Artificial Intelligence', 'Decision Trees']", Primary Responsibilities:Work closely with a lead-data scientist and help improve busin...
Data Scientist & Machine Learning Engineer,ASCENT TECHNOSYSTEMS PRIVATE LIMITED,4.1,0-5 Yrs,Not disclosed,Pune(Kalyani Nagar),7 Days Ago,"['NLP', 'ML algorithm', 'Machine Learning', 'Databricks', 'Hive', 'Model Tuning', 'Anaconda', 'Anaconda Enterprise']"," 1. At least 2-6 years of experience as a Data Scientist in ML such as NLP, Machine visi..."
DATA Scientist || Goa,RANDSTAD INDIA PVT LTD  ,4.1,5-7 Yrs,"12,00,000 - 15,00,000 PA.",goa,Few Hours Ago,"['Data Science', 'DATA SCIENTIST', 'Machine Learning']"," Masters or PHD in Statistics, Mathematics, Computer Science with 5-7 years of experienc..."
Data Scientist,PayU,4.1,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['CART', 'PCA', 'SVM', 'Graph Analytics', 'Logistic Regression', 'R', 'SQL', 'Python']"," Developing production-ready ML based scorecards, testing monitoring frameworks and over..."
Data Scientist,PayU,4.1,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['IT Skills', 'Python', 'Testing', 'Data Science', 'Machine Learning', 'Big Data', 'Computer science', 'SAS']"," Bachelors in engineering, mathematics, statistics, economics or a related fieldProficie..."
Data Scientist,PayU,4.1,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['IT Skills', 'Python', 'Testing', 'Data Science', 'Machine Learning', 'Big Data', 'Computer science', 'SAS']"," Bachelors in engineering, mathematics, statistics, economics or a related field1+ years..."
Data Scientist - Immediate Joiners,Bristlecone,3.9,5-8 Yrs,Not disclosed,"Noida, Mumbai, Pune, Bangalore/Bengaluru",7 Days Ago,"['Data Science', 'Machine Learning', 'Naive Bayes', 'KNN', 'Text mining', 'CNN', 'python', 'NLP']"," An avid technology enthusiast , Machine leaning methodology , Linear and hedonic regres..."
Urgent Hiring For AI Data Scientist,Ashkom Media India Private Limited,3.7,NA,Not disclosed,,2 Days Ago,"['EC2', 'AWS', 'artificial intelligence', 'statistical modeling', 'Data Analysis', 'Machine Learning', 'IT Skills', 'DevOps']", Job DescriptionDevelop math models and algorithms and deploy models created with large ...
Data Scientist,PayU,4.1,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['IT Skills', 'Python', 'Testing', 'Data Science', 'Machine Learning', 'Big Data', 'Qualitative research', 'SAS']"," Bachelors in engineering, mathematics, statistics, economics or a related fieldProficie..."
Data Scientist/Engineer - Global Telecom Setup,Global Telecom Setup,4.1,3-8 Yrs,"18,00,000 - 27,50,000 PA.","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",7 Days Ago,"['data science', 'Big Data', 'Spark', 'Cyber Security', 'big data analytics', 'hadoop', 'machine learning']"," Developed design documentation including UML / ER diagrams, process flow diagrams for a..."
Senior Data Scientist - Python/Deep Learning Algorithms,SuccessR Hrtech Pvt Ltd,4.3,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['Algorithms', 'Deep Learning', 'Python', 'Data Science', 'Data Quality', 'NLP', 'Data Scientist', 'Data Visualization']"," Experience in applying statistical techniques to analyze data, selecting dataset for tr..."
Senior Data Scientist,Bukuwarung,4.3,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['Computer science', 'Computer vision', 'Machine learning', 'Data mining', 'Business solutions', 'MATLAB', 'Operations', 'Analytics']", You have 3-7 years of experience as a data scientist manipulating data sets and buildin...
Senior Data Scientist,Scienaptic Systems,3.2,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,"['mining', 'Data mining', 'Analytics']", We are looking for an energetic and experienced person as Senior Data Scientist. The ch...
Senior Data Scientist,GBT India Private Limited,5,6-10 Yrs,Not disclosed,Remote,3 Days Ago,"['Mining', 'Computer vision', 'Operations research', 'github', 'Artificial Intelligence', 'Machine learning', 'Data quality', 'Operations']"," 5+ years in an analytic role, preferably with direct experience in big data solutions a..."
"Senior Data Scientist,Pan India",American Express Global Business Travel,4.1,2-7 Yrs,Not disclosed,Remote,3 Days Ago,"['Mining', 'Computer vision', 'Operations research', 'github', 'Artificial Intelligence', 'Machine learning', 'Data quality', 'Operations']"," 5+ years in an analytic role, preferably with direct experience in big data solutions a..."
Hiring For Sr. Data Scientist,Netscribes,3.3,5-8 Yrs,Not disclosed,"Mumbai, Thane, Mumbai (All Areas)",3 Days Ago,"['Data Science', 'python', 'data mining', 'nlp', 'machine learning', 'data wrangling', 'Statistics', 'sql']", Relevant experience in delivering client-focused solutions based on customer needs Rele...
Data Scientist,IBM,4.1,8-12 Yrs,Not disclosed,Kochi/Cochin,3 Days Ago,"['Computer science', 'Data analysis', 'Networking', 'Analytical', 'SQL', 'Backend', 'Front end', 'data science']", Who you are: Conclude.ai is a new AI-enabled sales engagement platform within IBM and w...
"Principal Data Scientist, Pan India",ICERTIS Solutions,3.9,12-15 Yrs,Not disclosed,remote,4 Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Artificial Intelligence', 'Cloud', 'Text mining', 'Cloud computing']", Build predictive models that are accurate and robust and that help our customers to uti...
Specialist - Data Scientist,UPL,4.3,7-12 Yrs,Not disclosed,Mumbai,6 Days Ago,"['data science', 'SciPy', 'unit testing', 'presentation skills', 'MATLAB', 'SQL', 'GIS', 'coding']", MTech / MS with specialization from Premier Institute Should have a working knowledge o...
Data Science/Data scientist| Product Company|5+ yrs,HighRadius,3.7,5-9 Yrs,"13,00,000 - 23,00,000 PA.","Bhubaneswar, Hyderabad/Secunderabad",5 Days Ago,"['Machine Learning', 'IT Skills', 'Python', 'Data Science', 'Cloud', 'AWS', 'Azure', 'Pytorch']", Should have at least 5+ years of experience working in machine learning and data mining...
Data Scientist- Clinical Trial,Abbott,4.2,1-5 Yrs,Not disclosed,Mumbai,6 Days Ago,"['IT services', 'deep learning', 'Medical devices', 'Data modeling', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Data analytics']", Curate and analyze complex clinical data Perform integrative analyses of clinical and d...
Data Scientist 1,PayPal,4.3,4-8 Yrs,Not disclosed,Chennai,6 Days Ago,"['PPC', 'Senior Analyst', 'Credit risk management', 'Scientist 1', 'Management', 'Financial services', 'Monitoring']"," Must be an intuitive, organized analytical thinker, with the ability to perform detaile..."
Hiring For Data Science /Scientist,Vodafone India Services Pvt.Ltd,4.2,NA,Not disclosed,,1 Day Ago,"['deep learning', 'python', 'data science', 'SAS', 'analytical', 'R', 'PySpark', 'Hive']", Good stability in employments and from reputed tier-1 employers in past Provide a delig...
Sr. Data Scientist,Thales,4.2,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,"['analytics', 'Scala', 'Machine Learning', 'Python', 'Computer science', 'advanced analytics', 'Architect', 'HP data protector']"," Engineering, Mathematics or Statistics from Tier 1 institute and, Have 3 - 7 years of e..."
Senior Data Scientist,"Qualcomm Technologies, Inc",4.2,6-7 Yrs,Not disclosed,Hyderabad/Secunderabad,13 Days Ago,"['advanced analytics', 'data science', 'Staffing', 'Analytical', 'Technical leadership', 'Data processing', 'Information technology', 'SQL']", Experience in engaging with business stakeholders and understanding complex problem sta...
Senior Data Scientist,Michelin,3.8,3-7 Yrs,Not disclosed,Pune,10 Days Ago,"['BPO', 'data analysis', 'Quality standards', 'Networking', 'Machine learning', 'Business understanding']", KEY EXPECTED ACHIEVEMENTS Business understanding & Solution implementation The business...
Senior Executive - Data Scientist,The Walt Disney,4.6,3-6 Yrs,Not disclosed,Mumbai,14 Days Ago,"['Data analysis', 'SAS', 'Senior Executive', 'Business analysis', 'Business analytics', 'Consulting', 'Market research', 'Competitive intelligence']", Responsibilities: Support development of the advanced analytics practice: Develop best ...
Virtue Analytics - Data Scientist,Virtue Analytics,4.5,3-5 Yrs,Not disclosed,Lucknow,Just Now,"['Data Scientist', 'data management', 'modeling', 'data analytics', 'Project Management', 'problem-solving', 'communication skills']", EDUCATION: Bachelors and above A keen ability to story board data and good communicatio...
Virtue Analytics - Data Scientist,Virtue Analytics,4.5,3-5 Yrs,Not disclosed,Lucknow,1 Day Ago,"['data mining', 'Data Science', 'Data Scientist', 'Data Management', 'Data Modeling', 'Data Analytics', 'Machine Learning', 'Analytics']", EDUCATION: Bachelors and above A keen ability to story board data and good communicatio...
Data Scientist,Virtue Analytics,4.5,3-5 Yrs,Not disclosed,Lucknow,1 Day Ago,"['data analytics', 'Data Science', 'Data Management', 'Data Modeling', 'Machine Learning', 'Analytics']", EDUCATION: Bachelors and above A keen ability to story board data and good communicatio...
Assistant Manager - Data Scientist,LatentView,4,5-10 Yrs,Not disclosed,Chennai,7 Days Ago,"['Predictive Modeling', 'Natural Language Processing', 'Machine Learning', 'Logistic Regression', 'Statistical Programming', 'Text Mining', 'SQL', 'Regression Analysis']"," Hands-on experience in leveraging NLP techniques like Sentiment Analysis, Topic Modelli..."
Junior Data Scientist,Accenture,4.1,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,"['Exploratory Data Analysis', 'Python scripting', 'Machine Learning', 'Logistic Regression', 'Linear Regression', 'Algorithms', 'TensorFLow', 'Artificial Intelligence']", Skills required Total Experience – 4 to 6 years Minimum 2 years in Machine LearningHand...
Lead Engineer Data Engineer/Scientist _III,Deutsche Bank,4.2,4-13 Yrs,Not disclosed,Pune,6 Days Ago,"['Administration', 'Automation', 'GIT', 'Trade finance', 'Machine learning', 'Cash management', 'Troubleshooting', 'SDLC']", 12+ years of software development hands-on experience Hands on experience in Python for...
Data Scientist/Senior Data Scientist - Python,ApicalGo Consultancy,4.2,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['R', 'SQL', 'Python', 'Data Science', 'Power BI', 'Marketing Automation', 'Data Scientist', 'Statistical Modeling']", Position Requirements : - 3-4 years of analytics or data science or business analytics ...
Senior Data Scientist - SQL/Python/Numpy,Serving Skill,4.2,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Data Scientist', 'Pandas', 'Numpy', 'Deep Learning']"," Bachelors or Masters degree in a quantitative field (CS, machine learning, mathematics,..."
Senior Data Scientist (Fintech),TalentStack,4.2,9-12 Yrs,Not disclosed,Bangalore/Bengaluru,5 Days Ago,"['data science', 'risk assessment', 'credit risk', 'fraud detection', 'machine learning', 'ETL', 'finance', 'post production']"," Improve our infrastructure for training and deploying machine learning models, both bat..."
Data Scientist,Invesco (India) Pvt Ltd,4.2,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,2 Days Ago,"['financial transaction data', 'project management', 'Dimensionality Reduction', 'data management', 'data mining', 'Regression', 'nearest neighbors', 'Data Cleansing']"," Undergraduate or advanced degree in a quantitative discipline (i.e., Statistics, Mathem..."
Senior Data Scientist,GSK India,4.2,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,10 Days Ago,"['Procurement', 'Business process', 'Data analysis', 'Operations research', 'customer analytics', 'Claims', 'Pharma', 'Healthcare']"," As a Global Commercial Data Scientist, you will lead and collaborate with others in GSK..."
Sr. Clinical Data Programming Scientist,Accenture,4.1,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,"['SAS', 'Consulting', 'Programming', 'Life sciences', 'SQL', 'Project initiation', 'Clinical trials', 'Pharmacovigilance']", Skill required: Clinical - SDTM Programming Designation: Sr. Clinical Data Programming ...
Data Scientist,Applied Materials,4.3,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,"['ARIMAX', 'Data Science', 'Java', 'R', 'Business Intelligence Reporting', 'Business Analytics', 'SQL Server', 'Tableau']", Candidate must be graduated with a Bachelor or Master s degree program in Computer Scie...
Data Scientist,Applied Materials,4.3,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,9 Days Ago,"['R', 'SAS', 'PHP', 'MATlab', 'Python', 'Algorithms', 'Statistical Tools', 'Data Analysis']", the timely development of products for manufacturing and process information by applyin...
Staff Data Scientist,Walmart,4.2,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,12 Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Big Data', 'Supply chain', 'Text mining', 'Data analysis']"," As a Staff Data Scientist for Walmart Global Tech, youll have the opportunity to - Driv..."
Data Scientist,Walmart,4.2,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,12 Days Ago,"['IT Skills', 'Python', 'Data Science', 'Machine Learning', 'Cloud', 'Oracle', 'Big Data', 'Procurement']"," Position Description As a Data Scientist for Walmart, you ll have the opportunity to: D..."
Data Scientist II- Merchandise & Discovery,Swiggy,4.2,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,"['Industry research', 'deep learning', 'Information retrieval', 'Customer experience', 'Scientist II', 'big data', 'SDLC', 'SQL']", Bachelors or Masters degree in a quantitative field with 2 to 4 years of industry / res...
Principal Data Scientist,Meesho,3.4,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,14 Days Ago,"['Hadoop', 'Machine Learning', 'Deep Learning', 'S3', 'Hive', 'R', 'Data Scientist', 'Big Data tech stacks']", Conduct research collaborations with premier colleges and universities Bachelor s Degre...
Snr Global Prgm Mngr & Data Scientist,Orange Business Services India Technology Pvt Ltd,4.2,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,5 Days Ago,"['Green belt', 'PMP', 'Operations Manager', 'Process improvement', 'Business analytics', 'Analytical', 'Data mining', 'Business intelligence']"," about the role This role is a comprehensive data leader role with technical, managerial..."
Snr Global Program Manager & Data Scientist,Orange Business Services,4.2,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,6 Days Ago,"['machine learning', 'IT Skills', 'Python', 'Data Science', 'Artificial Intelligence', 'Cloud', 'Project Management', 'Big Data']"," the ideal candidate must possess expert skills in both the techncal, and management asp..."
Manager - Data Scientist Job @ Applied Materials - Bangalore,Applied Materials,4.3,10-15 Yrs,Not disclosed,Bangalore/Bengaluru(Whitefield),9 Days Ago,"['data science', 'business intelligence reporting', 'Managing', 'business analytics']", Candidate must be graduated with a Bachelor or Masters degree program in Computer Scien...
Data Scientist,PTC,4.1,4-9 Yrs,Not disclosed,Gurgaon/Gurugram,2 Days Ago,"['Machine Learning', 'IT Skills', 'Java', 'Python', 'Data Science', 'Cloud', 'AWS', 'Tensorflow']"," A design note shall include at minimum: Requirement statement, problem definition, solu..."
